"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
20,28744.6846875325,118560.138573547,866817.09200106,332627.374780732,128247466.196615,95369631.3418765,6,6,8,35,1.5,14,22,60,20,0.0169302973284584,0.837915258270992,71,6133
21,28747.0797236325,118497.393206913,962968.893241756,351460.149333882,129217567.316755,97409595.2837216,6,6,8,35,1.5,14,30,40,17,0.0189031972858114,0.865724879579472,88,6178
22,28751.8553283224,118535.838319581,950993.651945143,347243.056806959,129436814.566065,96744300.5385726,6,6,8,35,1.5,14,30,40,20,0.0193490816166649,0.856655309994639,91,6163
23,29336.4635236296,122042.379734992,787535.879494494,289078.960934038,135406394.333231,89771914.6298258,6,6,8,35,1.5,14,30,60,17,0.0314894486604212,0.761604898680285,232,5966
24,29341.0251521045,122079.718244479,777341.388694149,285862.403013317,135613027.792599,89186250.6548918,6,6,8,35,1.5,14,30,60,20,0.0319096802576345,0.753620888265767,240,5950
25,22635.1817261158,88153.527939464,1099049.67071082,426251.809069137,120618391.721329,104940376.106564,6,6,8,35,1.5,17,22,40,17,0.00141500681445114,0.968387558337887,3,6264
26,22638.9334647224,88179.774984709,1085916.76763913,421309.234050944,120824063.388258,104224754.562125,6,6,8,35,1.5,17,22,40,20,0.00183328240911699,0.958631913278282,5,6258
27,23248.1006725414,91700.7659878499,904206.911164544,351052.58950132,127124099.576916,96226145.6284459,6,6,8,35,1.5,17,22,60,17,0.0146457004858351,0.849591610713405,53,6151
28,23251.8000019428,91727.725811501,893038.51574706,347253.194600578,127319381.839355,95597936.8544844,6,6,8,35,1.5,17,22,60,20,0.0150428470917309,0.841027612228838,57,6138
29,23265.2757074955,91687.0289298171,990433.178743719,366657.096605825,127575426.335986,98320284.565146,6,6,8,35,1.5,17,30,40,17,0.0155635661858494,0.878139767669698,63,6196
30,23269.346117791,91716.4630015351,978465.52791849,362391.326028626,127789239.661,97661023.9260126,6,6,8,35,1.5,17,30,40,20,0.0159983995151223,0.869152457481606,66,6182
31,23870.3939875625,95208.5315899755,815460.444421392,303549.796127309,134016104.753814,90254067.0361972,6,6,8,35,1.5,17,30,60,17,0.0286620091337609,0.768177797131634,198,5982
32,23874.3697971523,95238.2610490162,805286.237661633,300285.92420944,134217108.685716,89676409.7552104,6,6,8,35,1.5,17,30,60,20,0.0290707919301565,0.760302937237887,202,5963
33,28027.5390390362,115852.35615122,1175027.6569819,484182.624887171,201989021.979621,51390124.8840895,6,6,8,45,1.2,14,22,40,17,0.166898902908933,0.238368670786389,1526,3204
34,28032.1879520425,115889.698285024,1161758.35361124,478923.245849346,202305378.835671,50971267.1431688,6,6,8,45,1.2,14,22,40,20,0.16754227957849,0.23265863105569,1529,3190
35,28552.5880434811,118966.935504014,992212.459422905,412480.540947915,209004069.94007,48327352.8405526,6,6,8,45,1.2,14,22,60,17,0.181165444339172,0.196615711855204,1590,3113
36,28557.0537201803,119003.291451142,980719.64831967,408285.714186297,209298183.474137,47964228.6162916,6,6,8,45,1.2,14,22,60,20,0.181763584643077,0.191665454177855,1594,3094
37,28620.763830398,119324.412739534,1055765.74207655,416835.044990468,212487645.375394,48216166.427663,6,6,8,45,1.2,14,30,40,17,0.188250010767461,0.19509997328077,1652,3105
38,28625.5066968559,119362.968471289,1043758.50547984,412309.99940777,212803147.009151,47848294.3823024,6,6,8,45,1.2,14,30,40,20,0.188891648166759,0.190084991367805,1663,3089
39,29147.8158828411,122490.471346992,892828.192511706,357258.104771689,218648598.108194,46071327.9467771,6,6,8,45,1.2,14,30,60,17,0.200779574058803,0.165860659439104,1802,2972
40,29152.3274586331,122527.621794229,882391.047244021,353641.943301394,218940475.378271,45748337.202878,6,6,8,45,1.2,14,30,60,20,0.201373166460391,0.161457517751289,1810,2950
41,22506.5602556596,89043.7186268433,1199730.58918536,499508.045705719,201119978.516652,51464369.898375,6,6,8,45,1.2,17,22,40,17,0.165131524462051,0.239380809133038,1521,3207
42,22510.3081119056,89070.9280227668,1186572.84447589,494248.142622704,201429148.610552,51051435.3322107,6,6,8,45,1.2,17,22,40,20,0.165760285374092,0.233751516538865,1523,3195
43,23060.3190497481,92125.8012457163,1018537.09553919,427730.180890818,208194044.438576,48167357.8923253,6,6,8,45,1.2,17,22,60,17,0.179518091043548,0.194434595400054,1580,3102
44,23064.0162689215,92153.5026285279,1007120.93115882,423517.359502486,208483060.226684,47810519.6106448,6,6,8,45,1.2,17,22,60,20,0.180105864033596,0.189570030258315,1582,3087
45,23144.6599961975,92526.0643879924,1083820.03452524,432716.617713237,210315356.052166,48467394.9040219,6,6,8,45,1.2,17,30,40,17,0.18383221408196,0.198524822439197,1610,3123
46,23148.7507141664,92556.5445520889,1071818.60939632,428151.354513364,210624350.97019,48099177.2439077,6,6,8,45,1.2,17,30,40,20,0.18446061873786,0.193505128964807,1618,3098
47,23698.3353517673,95718.5932519175,923019.737032273,373117.562694961,216700572.106525,46351100.4719932,6,6,8,45,1.2,17,30,60,17,0.19681786291774,0.169674632725191,1752,2997
48,23702.306410113,95748.9136727719,912567.490156941,369449.752303828,216986387.424058,46027219.0665289,6,6,8,45,1.2,17,30,60,20,0.197399127093263,0.16525934917529,1758,2971
49,28025.6264471006,115844.381025757,1175353.18601739,484521.406559801,203136039.142652,49999218.2757235,6,6,8,45,1.5,14,22,40,17,0.169231597990967,0.219407264037634,1535,3173
50,28030.273969256,115881.715178829,1162076.41858605,479250.434186056,203458939.577512,49591570.7693726,6,6,8,45,1.5,14,22,40,20,0.169888282372563,0.213850046801376,1538,3159
51,28550.8134636197,118959.15151055,992631.662508815,412849.91398585,210188366.223905,47040865.8868252,6,6,8,45,1.5,14,22,60,17,0.183573954173215,0.179077796469749,1607,3054
52,28555.2779136003,118995.500168677,981129.676719676,408642.944532039,210488403.196707,46688057.9689941,6,6,8,45,1.5,14,22,60,20,0.184184141006893,0.174268174893477,1615,3023
53,28618.8128826601,119316.155633836,1056069.83113594,417136.154216018,213699124.03518,46931430.6239877,6,6,8,45,1.5,14,30,40,17,0.190713801548241,0.177585930287765,1680,3040
54,28623.5545940413,119354.70466876,1044055.46841621,412600.434167769,214020716.758694,46574212.9507992,6,6,8,45,1.5,14,30,40,20,0.191367826430116,0.172716193126096,1692,3017
55,29145.7955855647,122481.704444187,893197.849964624,357575.657211553,219892471.172016,44867123.6007891,6,6,8,45,1.5,14,30,60,17,0.203309245516364,0.149444454155759,1833,2852
56,29150.3058846083,122518.846983991,882752.469103296,353948.478387483,220189881.853741,44554014.503143,6,6,8,45,1.5,14,30,60,20,0.203914091247506,0.145176023104031,1841,2825
57,22504.9010128618,89037.014596171,1200054.29198327,499848.857662196,202261815.840875,50069929.4355304,6,6,8,45,1.5,17,22,40,17,0.167453685277554,0.220371227437269,1528,3175
58,22508.644983075,89064.2021772729,1186889.3554837,494577.678544851,202577427.085751,49668018.4170956,6,6,8,45,1.5,17,22,40,20,0.168095545593587,0.214892212346312,1532,3163
59,23058.7317457931,92119.0074964831,1018951.73592192,428102.127111835,209381565.186429,46879920.6262549,6,6,8,45,1.5,17,22,60,17,0.181933158487709,0.176883724968757,1597,3037
60,23062.4254417503,92146.6889685282,1007526.74046751,423877.552045831,209676418.00949,46533250.8801233,6,6,8,45,1.5,17,22,60,20,0.182532802287687,0.172157781455114,1598,3015
61,23142.8814726806,92518.783284371,1084130.14886338,433026.482041179,211527844.8472,47159458.8415821,6,6,8,45,1.5,17,30,40,17,0.186298059180323,0.180694504046776,1635,3061
62,23146.9688460509,92549.2448281215,1072121.70558018,428450.703549609,211842865.919035,46801779.0354665,6,6,8,45,1.5,17,30,40,20,0.186938719258211,0.17581846690037,1640,3029
63,23696.4611473507,95710.7107125298,923397.496834257,373446.802506938,217945515.200932,45122784.7457414,6,6,8,45,1.5,17,30,60,17,0.199349710502359,0.15292973126217,1783,2891
64,23700.4289015991,95741.0122674771,912937.14475025,369768.161795061,218236806.835395,44808677.637803,6,6,8,45,1.5,17,30,60,20,0.199942111893595,0.14864769492668,1791,2850
65,28101.8440972243,115388.762618319,1161873.47277933,505286.071610786,354915712.44004,36383165.4563096,6,6,12,35,1.2,14,22,40,17,0.477906750259926,0.0337876729964003,3139,827
66,28106.3808785339,115425.352191527,1149076.54608814,500258.554056332,355414355.292537,36171857.3381553,6,6,12,35,1.2,14,22,40,20,0.478920842958101,0.0309070344592482,3140,763
67,28659.0908794187,118793.23735843,967339.86423653,428826.727074484,365929515.421587,36114696.3288774,6,6,12,35,1.2,14,22,60,17,0.500305581661599,0.0301277922437266,3217,741
68,28663.4171971037,118828.67397891,956362.514031827,424812.781083831,366386434.565704,35946207.5520519,6,6,12,35,1.2,14,22,60,20,0.501234820625689,0.0278308844493621,3229,678
69,28667.9215360282,118793.374287229,1052862.75282008,444370.330400262,367512516.956473,36300047.5707111,6,6,12,35,1.2,14,30,40,17,0.503524940546799,0.0326545760454982,3245,805
70,28672.5074654242,118830.798936812,1041172.10401317,439948.738516806,367999190.989854,36121755.6166781,6,6,12,35,1.2,14,30,40,20,0.504514692192033,0.0302240273371113,3249,744
71,29229.7854448286,122205.854488454,878583.649890553,379378.08257968,378449537.987633,36709827.671834,6,6,12,35,1.2,14,30,60,17,0.525767620075747,0.0382408656843576,3420,920
72,29234.1516612734,122242.003801772,868528.143272499,375843.897123864,378894640.21543,36569296.6232291,6,6,12,35,1.2,14,30,60,20,0.526672826912445,0.0363250890553603,3432,879
73,22590.0319746803,88594.0281693858,1187001.69990615,520809.660006896,353879135.369642,36308614.7266799,6,6,12,35,1.2,17,22,40,17,0.475798657798711,0.0327713670133651,3137,808
74,22593.7007503762,88620.8012580049,1174311.74104197,515788.100185436,354367629.528128,36099654.8958785,6,6,12,35,1.2,17,22,40,20,0.476792111042333,0.0299227412881411,3138,739
75,23177.382356464,91970.9658409458,995141.738259737,444628.465983513,365095308.958189,36231751.0247535,6,6,12,35,1.2,17,22,60,17,0.498609051411408,0.0317235296476681,3208,784
76,23180.9819625645,91998.1273363887,984226.342737702,440601.033918395,365542829.659371,36064868.2330342,6,6,12,35,1.2,17,22,60,20,0.499519176710665,0.0294485152979446,3214,720
77,23173.9880105698,91943.1453960023,1079110.95163322,460083.680643075,366163058.549984,36212566.0994745,6,6,12,35,1.2,17,30,40,17,0.500780539599992,0.0314619929136608,3224,776
78,23177.8035395793,91971.7663150665,1067503.56144343,455655.295458673,366639486.751762,36035571.9387544,6,6,12,35,1.2,17,30,40,20,0.50174945424142,0.0290491362535651,3230,711
79,23758.8782729647,95333.3442109576,905813.567931581,394817.248051385,376849245.797166,36575426.3613881,6,6,12,35,1.2,17,30,60,17,0.522513097089659,0.0364086521485229,3390,883
80,23762.5972907089,95362.0386956588,895810.486005304,391262.437251443,377284778.517489,36435151.78377,6,6,12,35,1.2,17,30,60,20,0.523398842366634,0.0344963718367259,3401,842
81,28093.7860187983,115398.19891714,1161811.24523864,505641.706252786,356775840.358202,35653844.2737604,6,6,12,35,1.5,14,22,40,17,0.481689702587496,0.0238452688769422,3145,583
82,28098.3174979445,115434.727475801,1149016.45255406,500605.648281305,357280249.472803,35453281.0658902,6,6,12,35,1.5,14,22,40,20,0.482715522164472,0.0211111093435932,3147,506
83,28657.3510866026,118785.984312124,967767.476488163,429216.011581571,367837533.320112,35471574.4151608,6,6,12,35,1.5,14,22,60,17,0.504185928104335,0.0213604917494501,3247,518
84,28661.6763858002,118821.415864305,956780.999022635,425191.123560775,368299775.098996,35313184.6476357,6,6,12,35,1.5,14,22,60,20,0.505125991739881,0.0192012577729781,3255,440
85,28666.0053669774,118785.667799875,1053175.73861133,444692.099218327,369433117.833012,35630429.8888339,6,6,12,35,1.5,14,30,40,17,0.507430877060788,0.0235260744222658,3272,574
86,28670.590370766,118823.088089781,1041477.93024635,440260.760080452,369925360.889531,35462683.5119702,6,6,12,35,1.5,14,30,40,20,0.508431954458857,0.0212392873272793,3278,511
87,29227.9942341808,122198.241546547,878978.285949252,379725.328509926,380403456.37601,36139368.2772533,6,6,12,35,1.5,14,30,60,17,0.529741314595907,0.0304641303167682,3468,754
88,29232.3595136028,122234.386086355,868914.204703038,376181.037089786,380853561.292853,36008522.702813,6,6,12,35,1.5,14,30,60,20,0.530656695428695,0.0286803900258571,3477,700
89,22588.3751448675,88587.6552179455,1187336.71958153,521168.262746479,355747971.778628,35557492.1003896,6,6,12,35,1.5,17,22,40,17,0.479599320631734,0.022531756711984,3141,544
90,22592.0403938786,88614.4106710553,1174639.4522511,516136.42658227,356242294.884914,35359358.0175004,6,6,12,35,1.5,17,22,40,20,0.480604628238398,0.0198307120021114,3143,459
91,23175.8209204052,91964.5561380513,995566.428832231,445021.191482927,367000755.41395,35584790.128166,6,6,12,35,1.5,17,22,60,17,0.50248416829692,0.0229038945715593,3237,553
92,23179.417366483,91991.70147205,984642.239236755,440983.144629042,367453507.431696,35427842.3016739,6,6,12,35,1.5,17,22,60,20,0.503404932553304,0.0207643177239482,3242,491
93,23172.2781877614,91936.3841632306,1079422.64310704,460407.980152615,368079112.754067,35537884.2517166,6,6,12,35,1.5,17,30,40,17,0.504677229521322,0.0222644545136046,3250,536
94,23176.0904191523,91964.9888914134,1067808.34449424,455970.130174997,368561019.213018,35371253.2901642,6,6,12,35,1.5,17,30,40,20,0.505657285324346,0.0199928732155313,3259,468
95,23757.268030311,95326.5569575317,906206.941321716,395168.912085368,378797922.210847,35998095.6982525,6,6,12,35,1.5,17,30,60,17,0.526476130977189,0.0285382448426695,3430,696
96,23760.9841660303,95355.2366435882,896195.581254776,391604.296640458,379238374.617503,35867338.0364643,6,6,12,35,1.5,17,30,60,20,0.527371881447185,0.026755703012925,3438,647
97,27979.5502233094,116267.092754723,1258691.67772116,576400.874396324,484012078.156029,57106211.3238632,6,6,12,45,1.2,14,22,40,17,0.740450735755759,0.316292694832061,4697,3366
98,27984.0517676789,116303.778193656,1245957.6313176,571190.514252641,484571489.655688,57161545.29708,6,6,12,45,1.2,14,22,40,20,0.741588413984252,0.317047030146076,4700,3369
99,28490.5836271168,119407.625527569,1082263.26921372,506203.155649301,493113656.766395,61502305.288789,6,6,12,45,1.2,14,22,60,17,0.758960665988235,0.376222042549109,4788,3706
100,28494.8946238047,119443.132154913,1071082.18371853,501888.254680288,493626351.812607,61567579.6260105,6,6,12,45,1.2,14,22,60,20,0.760003336709676,0.377111888963575,4800,3711
101,28544.7309474656,119664.98803181,1143579.05717106,509773.311683919,498122896.045791,61209907.3853382,6,6,12,45,1.2,14,30,40,17,0.769147983326108,0.372235954952381,4875,3678
102,28549.2701995576,119702.361585763,1131937.04704417,505173.177617978,498662965.492065,61284519.7476609,6,6,12,45,1.2,14,30,40,20,0.770246325514774,0.37325310113745,4884,3682
103,29049.8595456325,122722.43027933,983024.040151282,449430.973353271,507782676.713284,65772273.3325418,6,6,12,45,1.2,14,30,60,17,0.78879313213718,0.434431990215473,5072,4175
104,29054.1631733794,122758.280220026,972815.887588912,445628.909861566,508277636.450989,65857007.9900373,6,6,12,45,1.2,14,30,60,20,0.789799734464646,0.435587127660953,5081,4189
105,22460.7909646307,89433.9753487093,1283368.95303382,591893.144819895,483022496.584747,56879524.4137844,6,6,12,45,1.2,17,22,40,17,0.738438218298302,0.313202406324716,4694,3354
106,22464.4726113998,89461.7550720622,1270761.07577042,586704.316507389,483570665.385797,56932760.1287459,6,6,12,45,1.2,17,22,40,20,0.739553032189104,0.313928137325542,4695,3356
107,22989.869530871,92480.0729042039,1106785.92965913,521411.959023304,493054197.286041,61171285.498381,6,6,12,45,1.2,17,22,60,17,0.758839742917619,0.371709445621277,4787,3674
108,22993.4453884374,92507.7215686545,1095736.44053456,517116.013188512,493557047.978438,61237674.3325745,6,6,12,45,1.2,17,22,60,20,0.759862393122828,0.37261448531348,4797,3681
109,23044.0350477004,92789.725437692,1169572.85871552,525654.272754579,496779010.634018,60884945.6981114,6,6,12,45,1.2,17,30,40,17,0.766414916209154,0.367805944560449,4852,3651
110,23047.8488888994,92819.1502470576,1158032.75358455,521062.215652768,497307892.429706,60956604.9132686,6,6,12,45,1.2,17,30,40,20,0.767490506011594,0.36878283223768,4862,3657
111,23570.0322783801,95840.1641298844,1010207.35700834,465294.908061474,506219104.708396,65325772.3110109,6,6,12,45,1.2,17,30,60,17,0.785613287193473,0.428345105997611,5031,4126
112,23575.2134936139,95880.1214587264,1000276.04595997,461617.006334974,506920717.212865,65422436.784794,6,6,12,45,1.2,17,30,60,20,0.787040160383708,0.429662875569294,5046,4138
113,27977.7700369545,116260.09742968,1259005.42399447,576744.055391919,486165259.18638,57174044.6864596,6,6,12,45,1.5,14,22,40,17,0.744829671801456,0.317217426925208,4710,3370
114,27982.2705533953,116296.778977046,1246265.1139198,571524.583834085,486729670.792626,57239124.780432,6,6,12,45,1.5,14,22,40,20,0.745977518774081,0.318104625336399,4715,3374
115,28488.9493293225,119400.842353156,1082669.91442119,506592.372352692,495285349.718867,61630040.8343991,6,6,12,45,1.5,14,22,60,17,0.763377249831264,0.37796338565728,4827,3718
116,28493.2594008123,119436.34510128,1071481.13584835,502267.94691609,495802604.932093,61704354.2778042,6,6,12,45,1.5,14,22,60,20,0.76442919458932,0.378976456857625,4837,3729
117,28542.9309961871,119657.767889475,1143872.54042848,510087.290308888,500310464.243095,61346056.4838046,6,6,12,45,1.5,14,30,40,17,0.773596852741438,0.374091995048079,4914,3691
118,28547.4693082555,119695.137835702,1132224.62331853,505478.784691231,500855206.524767,61429971.6974254,6,6,12,45,1.5,14,30,40,20,0.774704698101027,0.375235961500106,4924,3697
119,29048.1867374025,122715.347830912,983398.405188529,449780.855004762,509989225.489217,65976015.3588937,6,6,12,45,1.5,14,30,60,17,0.793280602459148,0.437209484700176,5137,4204
120,29052.489497068,122751.193948146,973183.086265583,445970.09976175,510488434.526605,66069367.0242709,6,6,12,45,1.5,14,30,60,20,0.794295846610636,0.438482092715153,5149,4224
121,22459.2262884334,89427.8804476744,1283680.36282694,592236.437867882,485173198.628387,56945670.5328573,6,6,12,45,1.5,17,22,40,17,0.742812112815158,0.314104137225302,4703,3358
122,22462.9047339552,89455.6456756543,1271066.46838459,587038.778947324,485726280.124285,57008478.5901554,6,6,12,45,1.5,17,22,40,20,0.743936917680359,0.314960362304948,4705,3360
123,22988.4095410349,92474.0213628309,1107185.29080088,521799.105452572,495226424.125542,61309322.752306,6,6,12,45,1.5,17,22,60,17,0.763257412529622,0.37359122582306,4825,3685
124,22991.9825430064,92501.6565967173,1096128.46104006,517494.026234574,495733739.084121,61384572.0978213,6,6,12,45,1.5,17,22,60,20,0.764289141737399,0.374617055623071,4835,3694
125,23042.4204098544,92783.2773908245,1169864.56052382,525969.358241766,498963158.109082,61017688.0912893,6,6,12,45,1.5,17,30,40,17,0.770856828882944,0.369615543058802,4890,3663
126,23046.2313022776,92812.6889408591,1158318.783757,521369.191263662,499496630.896397,61098482.5516866,6,6,12,45,1.5,17,30,40,20,0.77194175541018,0.370716966128781,4898,3667
127,23568.5258089948,95833.7668257167,1010579.67968043,465647.156219301,508421725.831128,65524789.7222571,6,6,12,45,1.5,17,30,60,17,0.79009276982563,0.431058192600283,5088,4150
128,23572.2073906787,95862.777368194,1000438.44433335,461831.283018887,508910456.277177,65614561.5915003,6,6,12,45,1.5,17,30,60,20,0.791086703608561,0.432281999372843,5101,4159
129,23271.7274378364,87910.8210147957,852879.206502763,286211.430870435,123887598.852213,103065311.882448,6,7,8,35,1.2,14,22,40,17,0.00806361124876883,0.942825917304877,22,6251
130,23275.5628389651,87936.5043695476,839203.896218291,281858.650359514,124143156.428511,102221027.165538,6,7,8,35,1.2,14,22,40,20,0.008583340090342,0.93131628334901,25,6243
131,23928.3361969063,91636.7971536026,655052.436704427,219776.8668674,131854612.944185,93352651.6848952,6,7,8,35,1.2,14,22,60,17,0.0242661714107611,0.810418968117539,145,6079
132,23932.1440855687,91663.5723898326,643768.679120667,216758.22247954,132099570.031524,92618828.1514031,6,7,8,35,1.2,14,22,60,20,0.0247643419799221,0.800415186111859,151,6056
133,23901.2952821063,91474.2192514049,736874.428711923,230808.024919835,133473536.435687,94000435.3438047,6,7,8,35,1.2,14,30,40,17,0.0275585849757316,0.819249819425528,187,6098
134,23905.3217442371,91502.4089760973,724778.717029698,227310.550687808,133742964.221612,93241747.7117784,6,7,8,35,1.2,14,30,40,20,0.0281065217385349,0.8089070798774,192,6075
135,24557.96522216,95240.091517868,563905.577226399,179011.347951613,141254009.862079,85324213.3282135,6,7,8,35,1.2,14,30,60,17,0.0433817763652047,0.700972018679871,389,5789
136,24561.934841592,95269.0305464839,553939.725005655,176642.124062996,141508506.02591,84665754.1125204,6,7,8,35,1.2,14,30,60,20,0.0438993466064338,0.691995633823313,397,5758
137,17717.9057581074,62549.7601986704,877329.510943519,299585.43805936,123046955.547488,103624110.374986,6,7,8,35,1.2,17,22,40,17,0.0063539903591424,0.950443686495035,15,6253
138,17719.8585969562,62554.6132527388,863680.154806543,295164.398699617,123296586.718686,102789180.433861,6,7,8,35,1.2,17,22,40,20,0.00686166663822923,0.939061580661928,17,6248
139,18368.8348990607,65948.7624009439,679459.772109431,231921.409340393,130796603.531428,93931749.707127,6,7,8,35,1.2,17,22,60,17,0.0221144918775942,0.818313468784148,117,6096
140,18371.0004549773,65957.3712501587,668175.309493178,228822.637549576,131035064.796818,93206392.9372228,6,7,8,35,1.2,17,22,60,20,0.0225994518581064,0.808425109156412,125,6073
141,18336.903216557,65842.4926871277,761941.862814271,243491.642349769,132296386.716504,94242855.4026745,6,7,8,35,1.2,17,30,40,17,0.0251646091493364,0.822554588640542,155,6106
142,18339.2030722909,65851.595266363,749854.094585599,239915.521004213,132558586.606248,93493942.3040818,6,7,8,35,1.2,17,30,40,20,0.0256978465001176,0.812345099522816,163,6083
143,18992.755923159,69322.6187977648,588699.47457224,190159.546741985,139903478.438601,85609918.9258584,6,7,8,35,1.2,17,30,60,17,0.0406351932178732,0.704866874031594,349,5802
144,18995.2424668895,69335.1251569207,578693.276154007,187692.38082794,140151494.529143,84959280.3461057,6,7,8,35,1.2,17,30,60,20,0.0411395848985896,0.695997103277096,358,5769
145,23270.1960696835,87905.4041424588,853240.680287769,286488.439553773,124626878.614426,100827184.777537,6,7,8,35,1.5,14,22,40,17,0.00956708854723082,0.912314854853683,29,6230
146,23274.0277888637,87931.0640094091,839552.5451526,282118.002626515,124891401.324054,99997524.3577913,6,7,8,35,1.5,14,22,40,20,0.0101050498295226,0.901004585287401,31,6219
147,23926.9042426436,91631.3168683696,655496.014139251,220024.482958575,132659406.825085,91251741.7494019,6,7,8,35,1.5,14,22,60,17,0.025902885130952,0.781778506141311,165,6015
148,23930.7088406546,91658.0711881542,644197.117464472,216987.403837982,132912383.212531,90531279.4029087,6,7,8,35,1.5,14,22,60,20,0.0264173645946293,0.771956869291754,171,5991
149,23899.6975555037,91468.3466211507,737198.792520545,231023.73355679,134302386.135363,91896430.4989676,6,7,8,35,1.5,14,30,40,17,0.0292442211462247,0.790567166381571,205,6036
150,23903.7206942045,91496.5156187032,725090.963273139,227510.0029325,134580187.371254,91151664.4697281,6,7,8,35,1.5,14,30,40,20,0.029809187040051,0.780414211806386,212,6012
151,24556.4551887823,95234.1178083731,564299.984081101,179190.241391698,142140694.158043,83351257.097843,6,7,8,35,1.5,14,30,60,17,0.0451850310706935,0.674075873851359,416,5693
152,24560.4218423663,95263.0382603559,554319.931125137,176804.041754518,142402676.32884,82705514.7080257,6,7,8,35,1.5,14,30,60,20,0.0457178256452608,0.66527284995702,426,5652
153,17717.3410958705,62552.7497340573,877533.962721844,299841.441652577,123754899.792053,101249593.288729,6,7,8,35,1.5,17,22,40,17,0.00779374044386445,0.918073300134387,21,6234
