"sim_id","year","variable","sex","measure","TB_HIV_coinfection","value","in_confidence_interval","upper_rate","lower_rate"
10499,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",327.025015686388,1,1062.217888,294.7324592
10571,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",404.81041014874,1,1327.657206,203.4008259
10571,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",346.464177235782,1,1062.217888,294.7324592
10667,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",407.562274064688,1,1327.657206,203.4008259
10667,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",330.955829997625,1,1062.217888,294.7324592
10670,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",406.446141237459,1,1327.657206,203.4008259
10670,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",343.735941638509,1,1062.217888,294.7324592
10686,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",431.393866844824,1,1327.657206,203.4008259
10686,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",361.24823744261,1,1062.217888,294.7324592
10783,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",416.53102915608,1,1327.657206,203.4008259
10783,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",366.691793354979,1,1062.217888,294.7324592
10798,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",402.43960754562,1,1327.657206,203.4008259
10798,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",330.205755761572,1,1062.217888,294.7324592
10900,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",377.692375148934,1,1327.657206,203.4008259
10900,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",298.087646971493,1,1062.217888,294.7324592
10913,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",371.249320518168,1,1327.657206,203.4008259
10913,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",306.562503253891,1,1062.217888,294.7324592
11029,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",373.070223833195,1,1327.657206,203.4008259
11029,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",305.826554438027,1,1062.217888,294.7324592
11054,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",370.414676385633,1,1327.657206,203.4008259
11054,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",309.842821236447,1,1062.217888,294.7324592
11096,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",428.964883609326,1,1327.657206,203.4008259
11096,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",348.25348012953,1,1062.217888,294.7324592
11170,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",374.944691976193,1,1327.657206,203.4008259
11170,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",317.734494645471,1,1062.217888,294.7324592
11179,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",387.628146786464,1,1327.657206,203.4008259
11179,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",326.60568733527,1,1062.217888,294.7324592
11196,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",376.548641783833,1,1327.657206,203.4008259
11196,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",313.405615987319,1,1062.217888,294.7324592
11243,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",397.931191632472,1,1327.657206,203.4008259
11243,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",327.753852003764,1,1062.217888,294.7324592
11350,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",398.580881080457,1,1327.657206,203.4008259
11350,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",349.796989729265,1,1062.217888,294.7324592
11421,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",395.607524891856,1,1327.657206,203.4008259
11421,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",319.675280174232,1,1062.217888,294.7324592
11591,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",381.895859539734,1,1327.657206,203.4008259
11591,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",322.72397687681,1,1062.217888,294.7324592
1164,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",418.325912809125,1,1327.657206,203.4008259
1164,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",358.238081962,1,1062.217888,294.7324592
11762,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",399.22421540843,1,1327.657206,203.4008259
11762,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",322.582233921368,1,1062.217888,294.7324592
11814,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",395.162609527585,1,1327.657206,203.4008259
11814,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",304.832711121394,1,1062.217888,294.7324592
11948,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",390.173050032262,1,1327.657206,203.4008259
11948,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",313.476911351115,1,1062.217888,294.7324592
11990,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",372.169219764162,1,1327.657206,203.4008259
11990,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",307.39907010545,1,1062.217888,294.7324592
1216,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",379.128969389674,1,1327.657206,203.4008259
1216,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",344.325947178443,1,1062.217888,294.7324592
12047,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",408.568278179401,1,1327.657206,203.4008259
12047,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",340.18358688882,1,1062.217888,294.7324592
131,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",378.736769815756,1,1327.657206,203.4008259
131,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",310.650722800766,1,1062.217888,294.7324592
12238,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",400.118043095318,1,1327.657206,203.4008259
12238,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",304.078674031722,1,1062.217888,294.7324592
12264,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",428.558117975239,1,1327.657206,203.4008259
12264,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",339.596140140012,1,1062.217888,294.7324592
12328,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",402.702261198121,1,1327.657206,203.4008259
12328,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",338.729641470248,1,1062.217888,294.7324592
12330,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",407.132389392645,1,1327.657206,203.4008259
12330,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",334.663340150503,1,1062.217888,294.7324592
1280,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",351.912431754108,1,1327.657206,203.4008259
1280,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",299.529910873389,1,1062.217888,294.7324592
12732,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",414.377982000256,1,1327.657206,203.4008259
12732,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",355.68662332954,1,1062.217888,294.7324592
1284,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",404.459858214048,1,1327.657206,203.4008259
1284,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",323.156074785423,1,1062.217888,294.7324592
1292,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",416.378940324326,1,1327.657206,203.4008259
1292,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",361.145922686932,1,1062.217888,294.7324592
12843,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",369.227649661008,1,1327.657206,203.4008259
12843,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",314.956491225759,1,1062.217888,294.7324592
12857,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",364.072066455556,1,1327.657206,203.4008259
12857,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",327.402901186283,1,1062.217888,294.7324592
12861,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",384.999560234833,1,1327.657206,203.4008259
12861,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",315.971741235362,1,1062.217888,294.7324592
12865,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",387.696315204337,1,1327.657206,203.4008259
12865,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",319.524169439622,1,1062.217888,294.7324592
12923,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",354.292007582848,1,1327.657206,203.4008259
12923,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",304.711252576384,1,1062.217888,294.7324592
12950,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",368.450372634307,1,1327.657206,203.4008259
12950,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",317.841704926574,1,1062.217888,294.7324592
12958,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",388.829046931384,1,1327.657206,203.4008259
12958,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",307.435113880768,1,1062.217888,294.7324592
1315,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",426.653261182938,1,1327.657206,203.4008259
1315,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",326.596011905099,1,1062.217888,294.7324592
1316,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",362.528298413706,1,1327.657206,203.4008259
1316,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",312.615167958725,1,1062.217888,294.7324592
13025,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",383.187117517478,1,1327.657206,203.4008259
13025,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",323.33054511114,1,1062.217888,294.7324592
13097,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",440.009740328532,1,1327.657206,203.4008259
13097,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",366.156748118966,1,1062.217888,294.7324592
13126,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",423.08999303988,1,1327.657206,203.4008259
13126,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",378.316417173448,1,1062.217888,294.7324592
1326,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",361.746168581161,1,1327.657206,203.4008259
1326,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",325.77541534836,1,1062.217888,294.7324592
13287,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",363.924375243446,1,1327.657206,203.4008259
13287,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",317.42098409363,1,1062.217888,294.7324592
13289,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",374.535065017865,1,1327.657206,203.4008259
13289,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",306.132432522633,1,1062.217888,294.7324592
13314,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",405.840089302511,1,1327.657206,203.4008259
13314,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",349.855597633558,1,1062.217888,294.7324592
13336,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",414.521733375647,1,1327.657206,203.4008259
13336,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",320.731629012937,1,1062.217888,294.7324592
13484,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",415.133060998349,1,1327.657206,203.4008259
13484,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",356.095349336621,1,1062.217888,294.7324592
13594,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",421.916215607002,1,1327.657206,203.4008259
13594,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",347.390308772891,1,1062.217888,294.7324592
13620,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",385.868152406529,1,1327.657206,203.4008259
13620,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",322.181403372028,1,1062.217888,294.7324592
13672,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",379.775296891914,1,1327.657206,203.4008259
13672,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",299.036889636785,1,1062.217888,294.7324592
13820,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",425.254799439951,1,1327.657206,203.4008259
13820,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",351.021655766147,1,1062.217888,294.7324592
13919,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",379.900673773357,1,1327.657206,203.4008259
13919,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",328.84684689778,1,1062.217888,294.7324592
13971,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",398.533901129265,1,1327.657206,203.4008259
13971,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",323.981928333528,1,1062.217888,294.7324592
13982,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",435.443382512875,1,1327.657206,203.4008259
13982,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",345.309871670249,1,1062.217888,294.7324592
13994,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",399.860386026327,1,1327.657206,203.4008259
13994,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",329.195852852799,1,1062.217888,294.7324592
1418,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",365.151641833618,1,1327.657206,203.4008259
1418,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",297.990697727074,1,1062.217888,294.7324592
14066,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",367.239574640508,1,1327.657206,203.4008259
14066,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",299.334995911858,1,1062.217888,294.7324592
14089,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",406.55373082976,1,1327.657206,203.4008259
14089,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",337.981422053288,1,1062.217888,294.7324592
14141,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",376.239957592647,1,1327.657206,203.4008259
14141,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",326.476424327775,1,1062.217888,294.7324592
14160,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",386.174054453153,1,1327.657206,203.4008259
14160,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",331.814077250098,1,1062.217888,294.7324592
14214,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",427.267008925396,1,1327.657206,203.4008259
14214,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",330.863793039887,1,1062.217888,294.7324592
14272,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",383.478940144767,1,1327.657206,203.4008259
14272,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",320.657918866317,1,1062.217888,294.7324592
14339,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",408.188856530139,1,1327.657206,203.4008259
14339,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",331.799858507784,1,1062.217888,294.7324592
14381,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",390.675512206913,1,1327.657206,203.4008259
14381,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",313.03617135347,1,1062.217888,294.7324592
14464,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",353.40128688974,1,1327.657206,203.4008259
14464,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",306.310008324648,1,1062.217888,294.7324592
14650,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",400.517032248539,1,1327.657206,203.4008259
14650,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",338.926935847112,1,1062.217888,294.7324592
14678,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",427.1957107349,1,1327.657206,203.4008259
14678,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",349.362650168534,1,1062.217888,294.7324592
14718,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",403.153299007095,1,1327.657206,203.4008259
14718,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",325.72116241854,1,1062.217888,294.7324592
14738,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",413.228515241922,1,1327.657206,203.4008259
14738,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",337.069321121887,1,1062.217888,294.7324592
14740,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",447.87051080656,1,1327.657206,203.4008259
14740,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",375.227596531345,1,1062.217888,294.7324592
1500,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",395.973162392578,1,1327.657206,203.4008259
1500,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",336.364873255717,1,1062.217888,294.7324592
14863,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",428.949040564131,1,1327.657206,203.4008259
14863,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",340.854620820967,1,1062.217888,294.7324592
14934,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",411.900901787091,1,1327.657206,203.4008259
14934,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",354.211007234937,1,1062.217888,294.7324592
14935,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",385.007539994359,1,1327.657206,203.4008259
14935,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",340.517234687938,1,1062.217888,294.7324592
1515,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",400.874219567765,1,1327.657206,203.4008259
1515,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",331.026698781461,1,1062.217888,294.7324592
15053,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",357.312890322454,1,1327.657206,203.4008259
15053,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",319.335176451771,1,1062.217888,294.7324592
15157,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",384.048483891235,1,1327.657206,203.4008259
15157,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",323.274604799322,1,1062.217888,294.7324592
1525,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",384.384302481066,1,1327.657206,203.4008259
1525,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",324.861378184407,1,1062.217888,294.7324592
15287,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",376.890723903435,1,1327.657206,203.4008259
15287,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",305.876121121314,1,1062.217888,294.7324592
15303,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",436.111023632012,1,1327.657206,203.4008259
15303,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",349.917761406874,1,1062.217888,294.7324592
15348,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",389.949392008113,1,1327.657206,203.4008259
15348,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",321.917423310663,1,1062.217888,294.7324592
1548,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",391.872847377835,1,1327.657206,203.4008259
1548,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",308.764527053189,1,1062.217888,294.7324592
15435,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",401.243431393472,1,1327.657206,203.4008259
15435,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",325.207668663134,1,1062.217888,294.7324592
15436,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",367.806865648755,1,1327.657206,203.4008259
15436,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",323.651528476326,1,1062.217888,294.7324592
15518,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",434.76900282877,1,1327.657206,203.4008259
15518,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",353.126133915913,1,1062.217888,294.7324592
15553,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",439.489847594767,1,1327.657206,203.4008259
15553,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",354.054566195306,1,1062.217888,294.7324592
15583,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",422.786016502396,1,1327.657206,203.4008259
15583,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",369.629368129876,1,1062.217888,294.7324592
15607,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",386.98250274225,1,1327.657206,203.4008259
15607,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",333.409874501896,1,1062.217888,294.7324592
15673,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",367.369176979133,1,1327.657206,203.4008259
15673,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",303.358779183132,1,1062.217888,294.7324592
15698,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",378.030317851567,1,1327.657206,203.4008259
15698,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",305.693752772469,1,1062.217888,294.7324592
15802,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",419.977642136565,1,1327.657206,203.4008259
15802,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",340.904283518124,1,1062.217888,294.7324592
15874,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",427.340785906249,1,1327.657206,203.4008259
15874,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",337.888248958411,1,1062.217888,294.7324592
15970,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",404.031457908194,1,1327.657206,203.4008259
15970,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",321.833359631976,1,1062.217888,294.7324592
1605,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",392.984724589793,1,1327.657206,203.4008259
1605,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",322.351197715328,1,1062.217888,294.7324592
16031,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",404.837645435011,1,1327.657206,203.4008259
16031,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",303.834700377499,1,1062.217888,294.7324592
16045,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",429.993170162667,1,1327.657206,203.4008259
16045,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",360.950484700038,1,1062.217888,294.7324592
