"sim_id","year","variable","sex","measure","TB_HIV_coinfection","value","in_confidence_interval","upper_rate","lower_rate","run_id"
10798,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",426.710785369235,1,1327.657206,203.4008259,1
10798,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",344.194689451125,1,1062.217888,294.7324592,1
10900,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",401.096312860292,1,1327.657206,203.4008259,1
10900,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",311.959255810252,1,1062.217888,294.7324592,1
11054,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",391.31373101998,1,1327.657206,203.4008259,1
11054,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",323.449666640269,1,1062.217888,294.7324592,1
11120,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",380.565670883975,1,1327.657206,203.4008259,1
11120,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",316.95860967891,1,1062.217888,294.7324592,1
11132,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",387.31426428667,1,1327.657206,203.4008259,1
11132,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",334.199991245178,1,1062.217888,294.7324592,1
11162,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",381.86020165369,1,1327.657206,203.4008259,1
11162,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",306.812055488135,1,1062.217888,294.7324592,1
11170,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",395.203656429891,1,1327.657206,203.4008259,1
11170,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",330.97048827867,1,1062.217888,294.7324592,1
11196,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",397.489511495934,1,1327.657206,203.4008259,1
11196,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",327.473120877185,1,1062.217888,294.7324592,1
11421,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",423.641525333086,1,1327.657206,203.4008259,1
11421,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",336.441522828301,1,1062.217888,294.7324592,1
11480,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",379.540607691894,1,1327.657206,203.4008259,1
11480,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",306.00290082414,1,1062.217888,294.7324592,1
11591,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",396.495305024007,1,1327.657206,203.4008259,1
11591,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",331.932925925691,1,1062.217888,294.7324592,1
11723,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",387.612230602259,1,1327.657206,203.4008259,1
11723,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",297.220630737142,1,1062.217888,294.7324592,1
11762,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",434.772309602954,1,1327.657206,203.4008259,1
11762,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",342.769361052173,1,1062.217888,294.7324592,1
11766,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",367.521235954553,1,1327.657206,203.4008259,1
11766,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",304.86516903615,1,1062.217888,294.7324592,1
11814,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",422.960214864337,1,1327.657206,203.4008259,1
11814,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",321.22960908265,1,1062.217888,294.7324592,1
1184,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",375.031119383229,1,1327.657206,203.4008259,1
1184,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",305.41863299994,1,1062.217888,294.7324592,1
11888,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",403.895133403918,1,1327.657206,203.4008259,1
11888,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",346.534033304896,1,1062.217888,294.7324592,1
11915,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",429.055460822102,1,1327.657206,203.4008259,1
11915,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",341.61107459342,1,1062.217888,294.7324592,1
11921,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",380.563158602309,1,1327.657206,203.4008259,1
11921,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",313.574481743809,1,1062.217888,294.7324592,1
11948,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",416.18695131752,1,1327.657206,203.4008259,1
11948,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",329.601236613851,1,1062.217888,294.7324592,1
11981,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",381.733627426179,1,1327.657206,203.4008259,1
11981,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",303.376237459883,1,1062.217888,294.7324592,1
11990,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",389.625304412546,1,1327.657206,203.4008259,1
11990,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",317.722047740507,1,1062.217888,294.7324592,1
12039,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",433.109232330686,1,1327.657206,203.4008259,1
12039,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",342.868711893364,1,1062.217888,294.7324592,1
12047,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",442.09097035922,1,1327.657206,203.4008259,1
12047,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",362.456622305194,1,1062.217888,294.7324592,1
131,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",399.534904198749,1,1327.657206,203.4008259,1
131,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",324.466072557344,1,1062.217888,294.7324592,1
12238,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",413.295078316958,1,1327.657206,203.4008259,1
12238,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",311.702872007134,1,1062.217888,294.7324592,1
12296,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",386.12306665859,1,1327.657206,203.4008259,1
12296,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",329.710695955533,1,1062.217888,294.7324592,1
12306,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",386.560177979442,1,1327.657206,203.4008259,1
12306,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",326.716958375115,1,1062.217888,294.7324592,1
12312,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",366.634091182743,1,1327.657206,203.4008259,1
12312,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",301.977223296328,1,1062.217888,294.7324592,1
12328,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",424.668365085029,1,1327.657206,203.4008259,1
12328,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",352.704410393514,1,1062.217888,294.7324592,1
12330,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",438.190609137734,1,1327.657206,203.4008259,1
12330,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",355.454699985733,1,1062.217888,294.7324592,1
12465,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",366.190875119702,1,1327.657206,203.4008259,1
12465,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",296.965620570074,1,1062.217888,294.7324592,1
12561,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",412.025973292168,1,1327.657206,203.4008259,1
12561,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",349.63082830396,1,1062.217888,294.7324592,1
12568,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",383.136491444212,1,1327.657206,203.4008259,1
12568,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",321.792105504478,1,1062.217888,294.7324592,1
1280,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",368.506912401336,1,1327.657206,203.4008259,1
1280,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",309.95079181499,1,1062.217888,294.7324592,1
12732,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",436.247970589058,1,1327.657206,203.4008259,1
12732,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",370.351772351339,1,1062.217888,294.7324592,1
12772,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",366.56047001058,1,1327.657206,203.4008259,1
12772,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",301.083053739797,1,1062.217888,294.7324592,1
12833,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",380.375809149303,1,1327.657206,203.4008259,1
12833,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",315.166918340744,1,1062.217888,294.7324592,1
12843,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",401.494825452107,1,1327.657206,203.4008259,1
12843,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",335.408799376365,1,1062.217888,294.7324592,1
12853,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",377.018687141823,1,1327.657206,203.4008259,1
12853,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",303.244605903003,1,1062.217888,294.7324592,1
12857,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",388.427053627498,1,1327.657206,203.4008259,1
12857,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",343.689090472005,1,1062.217888,294.7324592,1
12861,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",404.010981511029,1,1327.657206,203.4008259,1
12861,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",328.262349737986,1,1062.217888,294.7324592,1
12865,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",405.467354703369,1,1327.657206,203.4008259,1
12865,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",330.534302998217,1,1062.217888,294.7324592,1
12923,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",381.113733782315,1,1327.657206,203.4008259,1
12923,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",322.595622905237,1,1062.217888,294.7324592,1
1309,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",413.311679619846,1,1327.657206,203.4008259,1
1309,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",330.358340631688,1,1062.217888,294.7324592,1
1316,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",380.675103855191,1,1327.657206,203.4008259,1
1316,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",323.394664075412,1,1062.217888,294.7324592,1
13025,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",403.502860946034,1,1327.657206,203.4008259,1
13025,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",336.17940446391,1,1062.217888,294.7324592,1
13105,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",363.081314935426,1,1327.657206,203.4008259,1
13105,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",302.248247496818,1,1062.217888,294.7324592,1
13227,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",406.821545366308,1,1327.657206,203.4008259,1
13227,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",324.637791784807,1,1062.217888,294.7324592,1
13287,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",376.439156393841,1,1327.657206,203.4008259,1
13287,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",325.386290891759,1,1062.217888,294.7324592,1
13289,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",393.586101218565,1,1327.657206,203.4008259,1
13289,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",316.715403441989,1,1062.217888,294.7324592,1
13469,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",397.434386143248,1,1327.657206,203.4008259,1
13469,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",306.798065288806,1,1062.217888,294.7324592,1
13484,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",436.899621356008,1,1327.657206,203.4008259,1
13484,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",370.563118831688,1,1062.217888,294.7324592,1
13644,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",373.153342245788,1,1327.657206,203.4008259,1
13644,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",302.103478086839,1,1062.217888,294.7324592,1
13672,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",403.926367503054,1,1327.657206,203.4008259,1
13672,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",314.12382682297,1,1062.217888,294.7324592,1
13894,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",421.389685783596,1,1327.657206,203.4008259,1
13894,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",337.955373808972,1,1062.217888,294.7324592,1
13919,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",400.23010787295,1,1327.657206,203.4008259,1
13919,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",342.332273294435,1,1062.217888,294.7324592,1
13941,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",378.030256558654,1,1327.657206,203.4008259,1
13941,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",296.75791455335,1,1062.217888,294.7324592,1
13971,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",419.170361893287,1,1327.657206,203.4008259,1
13971,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",337.253674609345,1,1062.217888,294.7324592,1
13994,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",423.402583683395,1,1327.657206,203.4008259,1
13994,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",343.022365042553,1,1062.217888,294.7324592,1
1420,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",381.129809324905,1,1327.657206,203.4008259,1
1420,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",312.072641654613,1,1062.217888,294.7324592,1
14066,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",386.125233555772,1,1327.657206,203.4008259,1
14066,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",310.400489113318,1,1062.217888,294.7324592,1
14068,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",354.751217988639,1,1327.657206,203.4008259,1
14068,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",306.865683496205,1,1062.217888,294.7324592,1
14089,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",427.338405271305,1,1327.657206,203.4008259,1
14089,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",351.103049803211,1,1062.217888,294.7324592,1
14141,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",400.831669185959,1,1327.657206,203.4008259,1
14141,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",340.338931864468,1,1062.217888,294.7324592,1
14338,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",386.346045190757,1,1327.657206,203.4008259,1
14338,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",300.259860843819,1,1062.217888,294.7324592,1
14363,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",410.553343860672,1,1327.657206,203.4008259,1
14363,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",335.958900004573,1,1062.217888,294.7324592,1
14374,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",358.454486795918,1,1327.657206,203.4008259,1
14374,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",298.497921507184,1,1062.217888,294.7324592,1
14381,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",413.639285767334,1,1327.657206,203.4008259,1
14381,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",327.101915636158,1,1062.217888,294.7324592,1
14404,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",401.012104953948,1,1327.657206,203.4008259,1
14404,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",339.126760692887,1,1062.217888,294.7324592,1
14435,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",386.732945037227,1,1327.657206,203.4008259,1
14435,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",324.980955093748,1,1062.217888,294.7324592,1
14464,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",380.83523950958,1,1327.657206,203.4008259,1
14464,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",325.567565736192,1,1062.217888,294.7324592,1
14517,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",353.374829099979,1,1327.657206,203.4008259,1
14517,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",298.895943720789,1,1062.217888,294.7324592,1
14609,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",407.325877023753,1,1327.657206,203.4008259,1
14609,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",341.258855419005,1,1062.217888,294.7324592,1
14617,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",385.927130345414,1,1327.657206,203.4008259,1
14617,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",307.65478716256,1,1062.217888,294.7324592,1
14620,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",436.109507600935,1,1327.657206,203.4008259,1
14620,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",376.526498298857,1,1062.217888,294.7324592,1
14650,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",423.15481189814,1,1327.657206,203.4008259,1
14650,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",352.819228011299,1,1062.217888,294.7324592,1
14666,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",423.297681370262,1,1327.657206,203.4008259,1
14666,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",358.986496688017,1,1062.217888,294.7324592,1
14718,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",421.717124108904,1,1327.657206,203.4008259,1
14718,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",336.934879270565,1,1062.217888,294.7324592,1
14812,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",371.620590791397,1,1327.657206,203.4008259,1
14812,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",311.159675732641,1,1062.217888,294.7324592,1
14832,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",379.675268228332,1,1327.657206,203.4008259,1
14832,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",327.33862993351,1,1062.217888,294.7324592,1
1515,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",427.218098735388,1,1327.657206,203.4008259,1
1515,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",347.261083645394,1,1062.217888,294.7324592,1
15035,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",429.562647807916,1,1327.657206,203.4008259,1
15035,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",338.253525790725,1,1062.217888,294.7324592,1
15054,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",369.092227418244,1,1327.657206,203.4008259,1
15054,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",295.864480999051,1,1062.217888,294.7324592,1
15108,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",402.107639714247,1,1327.657206,203.4008259,1
15108,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",317.893685089796,1,1062.217888,294.7324592,1
15157,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",412.790732824792,1,1327.657206,203.4008259,1
15157,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",341.738942462295,1,1062.217888,294.7324592,1
1525,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",406.205375752951,1,1327.657206,203.4008259,1
1525,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",338.228506298391,1,1062.217888,294.7324592,1
15287,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",396.047518739743,1,1327.657206,203.4008259,1
15287,2017,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",317.114219834379,1,1062.217888,294.7324592,1
1548,2005,"Tb_inc_neg_female_Y_per_100k_female","Female","TB_incidence","no",412.55442852376,1,1327.657206,203.4008259,1
