"sim_calib_id","b1_calib_id","b2_calib_id","m1_calib_id","m2_calib_id","m3_calib_id","m4_calib_id"
2870,7.2,6.8,"1-M","2-L","3-H","4-M"
2871,7.2,6.8,"1-M","2-L","3-H","4-H"
2872,7.2,6.8,"1-M","2-M","3-L","4-L"
2873,7.2,6.8,"1-M","2-M","3-L","4-M"
2874,7.2,6.8,"1-M","2-M","3-L","4-H"
2875,7.2,6.8,"1-M","2-M","3-M","4-L"
2876,7.2,6.8,"1-M","2-M","3-M","4-M"
2877,7.2,6.8,"1-M","2-M","3-M","4-H"
2878,7.2,6.8,"1-M","2-M","3-H","4-L"
2879,7.2,6.8,"1-M","2-M","3-H","4-M"
2880,7.2,6.8,"1-M","2-M","3-H","4-H"
2881,7.2,6.8,"1-M","2-H","3-L","4-L"
2882,7.2,6.8,"1-M","2-H","3-L","4-M"
2883,7.2,6.8,"1-M","2-H","3-L","4-H"
2884,7.2,6.8,"1-M","2-H","3-M","4-L"
2885,7.2,6.8,"1-M","2-H","3-M","4-M"
2886,7.2,6.8,"1-M","2-H","3-M","4-H"
2887,7.2,6.8,"1-M","2-H","3-H","4-L"
2888,7.2,6.8,"1-M","2-H","3-H","4-M"
2889,7.2,6.8,"1-M","2-H","3-H","4-H"
2890,7.2,6.8,"1-H","2-L","3-L","4-L"
2891,7.2,6.8,"1-H","2-L","3-L","4-M"
2892,7.2,6.8,"1-H","2-L","3-L","4-H"
2893,7.2,6.8,"1-H","2-L","3-M","4-L"
2894,7.2,6.8,"1-H","2-L","3-M","4-M"
2895,7.2,6.8,"1-H","2-L","3-M","4-H"
2896,7.2,6.8,"1-H","2-L","3-H","4-L"
2897,7.2,6.8,"1-H","2-L","3-H","4-M"
2898,7.2,6.8,"1-H","2-L","3-H","4-H"
2899,7.2,6.8,"1-H","2-M","3-L","4-L"
2900,7.2,6.8,"1-H","2-M","3-L","4-M"
2901,7.2,6.8,"1-H","2-M","3-L","4-H"
2902,7.2,6.8,"1-H","2-M","3-M","4-L"
2903,7.2,6.8,"1-H","2-M","3-M","4-M"
2904,7.2,6.8,"1-H","2-M","3-M","4-H"
2905,7.2,6.8,"1-H","2-M","3-H","4-L"
2906,7.2,6.8,"1-H","2-M","3-H","4-M"
2907,7.2,6.8,"1-H","2-M","3-H","4-H"
2908,7.2,6.8,"1-H","2-H","3-L","4-L"
2909,7.2,6.8,"1-H","2-H","3-L","4-M"
2910,7.2,6.8,"1-H","2-H","3-L","4-H"
2911,7.2,6.8,"1-H","2-H","3-M","4-L"
2912,7.2,6.8,"1-H","2-H","3-M","4-M"
2913,7.2,6.8,"1-H","2-H","3-M","4-H"
2914,7.2,6.8,"1-H","2-H","3-H","4-L"
2915,7.2,6.8,"1-H","2-H","3-H","4-M"
2916,7.2,6.8,"1-H","2-H","3-H","4-H"
2917,7.2,7.2,"1-L","2-L","3-L","4-L"
2918,7.2,7.2,"1-L","2-L","3-L","4-M"
2919,7.2,7.2,"1-L","2-L","3-L","4-H"
2920,7.2,7.2,"1-L","2-L","3-M","4-L"
2921,7.2,7.2,"1-L","2-L","3-M","4-M"
2922,7.2,7.2,"1-L","2-L","3-M","4-H"
2923,7.2,7.2,"1-L","2-L","3-H","4-L"
2924,7.2,7.2,"1-L","2-L","3-H","4-M"
2925,7.2,7.2,"1-L","2-L","3-H","4-H"
2926,7.2,7.2,"1-L","2-M","3-L","4-L"
2927,7.2,7.2,"1-L","2-M","3-L","4-M"
2928,7.2,7.2,"1-L","2-M","3-L","4-H"
2929,7.2,7.2,"1-L","2-M","3-M","4-L"
2930,7.2,7.2,"1-L","2-M","3-M","4-M"
2931,7.2,7.2,"1-L","2-M","3-M","4-H"
2932,7.2,7.2,"1-L","2-M","3-H","4-L"
2933,7.2,7.2,"1-L","2-M","3-H","4-M"
2934,7.2,7.2,"1-L","2-M","3-H","4-H"
2935,7.2,7.2,"1-L","2-H","3-L","4-L"
2936,7.2,7.2,"1-L","2-H","3-L","4-M"
2937,7.2,7.2,"1-L","2-H","3-L","4-H"
2938,7.2,7.2,"1-L","2-H","3-M","4-L"
2939,7.2,7.2,"1-L","2-H","3-M","4-M"
2940,7.2,7.2,"1-L","2-H","3-M","4-H"
2941,7.2,7.2,"1-L","2-H","3-H","4-L"
2942,7.2,7.2,"1-L","2-H","3-H","4-M"
2943,7.2,7.2,"1-L","2-H","3-H","4-H"
2944,7.2,7.2,"1-M","2-L","3-L","4-L"
2945,7.2,7.2,"1-M","2-L","3-L","4-M"
2946,7.2,7.2,"1-M","2-L","3-L","4-H"
2947,7.2,7.2,"1-M","2-L","3-M","4-L"
2948,7.2,7.2,"1-M","2-L","3-M","4-M"
2949,7.2,7.2,"1-M","2-L","3-M","4-H"
2950,7.2,7.2,"1-M","2-L","3-H","4-L"
2951,7.2,7.2,"1-M","2-L","3-H","4-M"
2952,7.2,7.2,"1-M","2-L","3-H","4-H"
2953,7.2,7.2,"1-M","2-M","3-L","4-L"
2954,7.2,7.2,"1-M","2-M","3-L","4-M"
2955,7.2,7.2,"1-M","2-M","3-L","4-H"
2956,7.2,7.2,"1-M","2-M","3-M","4-L"
2957,7.2,7.2,"1-M","2-M","3-M","4-M"
2958,7.2,7.2,"1-M","2-M","3-M","4-H"
2959,7.2,7.2,"1-M","2-M","3-H","4-L"
2960,7.2,7.2,"1-M","2-M","3-H","4-M"
2961,7.2,7.2,"1-M","2-M","3-H","4-H"
2962,7.2,7.2,"1-M","2-H","3-L","4-L"
2963,7.2,7.2,"1-M","2-H","3-L","4-M"
2964,7.2,7.2,"1-M","2-H","3-L","4-H"
2965,7.2,7.2,"1-M","2-H","3-M","4-L"
2966,7.2,7.2,"1-M","2-H","3-M","4-M"
2967,7.2,7.2,"1-M","2-H","3-M","4-H"
2968,7.2,7.2,"1-M","2-H","3-H","4-L"
2969,7.2,7.2,"1-M","2-H","3-H","4-M"
2970,7.2,7.2,"1-M","2-H","3-H","4-H"
2971,7.2,7.2,"1-H","2-L","3-L","4-L"
2972,7.2,7.2,"1-H","2-L","3-L","4-M"
2973,7.2,7.2,"1-H","2-L","3-L","4-H"
2974,7.2,7.2,"1-H","2-L","3-M","4-L"
2975,7.2,7.2,"1-H","2-L","3-M","4-M"
2976,7.2,7.2,"1-H","2-L","3-M","4-H"
2977,7.2,7.2,"1-H","2-L","3-H","4-L"
2978,7.2,7.2,"1-H","2-L","3-H","4-M"
2979,7.2,7.2,"1-H","2-L","3-H","4-H"
2980,7.2,7.2,"1-H","2-M","3-L","4-L"
2981,7.2,7.2,"1-H","2-M","3-L","4-M"
2982,7.2,7.2,"1-H","2-M","3-L","4-H"
2983,7.2,7.2,"1-H","2-M","3-M","4-L"
2984,7.2,7.2,"1-H","2-M","3-M","4-M"
2985,7.2,7.2,"1-H","2-M","3-M","4-H"
2986,7.2,7.2,"1-H","2-M","3-H","4-L"
2987,7.2,7.2,"1-H","2-M","3-H","4-M"
2988,7.2,7.2,"1-H","2-M","3-H","4-H"
2989,7.2,7.2,"1-H","2-H","3-L","4-L"
2990,7.2,7.2,"1-H","2-H","3-L","4-M"
2991,7.2,7.2,"1-H","2-H","3-L","4-H"
2992,7.2,7.2,"1-H","2-H","3-M","4-L"
2993,7.2,7.2,"1-H","2-H","3-M","4-M"
2994,7.2,7.2,"1-H","2-H","3-M","4-H"
2995,7.2,7.2,"1-H","2-H","3-H","4-L"
2996,7.2,7.2,"1-H","2-H","3-H","4-M"
2997,7.2,7.2,"1-H","2-H","3-H","4-H"
2998,7.2,7.6,"1-L","2-L","3-L","4-L"
2999,7.2,7.6,"1-L","2-L","3-L","4-M"
3000,7.2,7.6,"1-L","2-L","3-L","4-H"
3001,7.2,7.6,"1-L","2-L","3-M","4-L"
3002,7.2,7.6,"1-L","2-L","3-M","4-M"
3003,7.2,7.6,"1-L","2-L","3-M","4-H"
3004,7.2,7.6,"1-L","2-L","3-H","4-L"
3005,7.2,7.6,"1-L","2-L","3-H","4-M"
3006,7.2,7.6,"1-L","2-L","3-H","4-H"
3007,7.2,7.6,"1-L","2-M","3-L","4-L"
3008,7.2,7.6,"1-L","2-M","3-L","4-M"
3009,7.2,7.6,"1-L","2-M","3-L","4-H"
3010,7.2,7.6,"1-L","2-M","3-M","4-L"
3011,7.2,7.6,"1-L","2-M","3-M","4-M"
3012,7.2,7.6,"1-L","2-M","3-M","4-H"
3013,7.2,7.6,"1-L","2-M","3-H","4-L"
3014,7.2,7.6,"1-L","2-M","3-H","4-M"
3015,7.2,7.6,"1-L","2-M","3-H","4-H"
3016,7.2,7.6,"1-L","2-H","3-L","4-L"
3017,7.2,7.6,"1-L","2-H","3-L","4-M"
3018,7.2,7.6,"1-L","2-H","3-L","4-H"
3019,7.2,7.6,"1-L","2-H","3-M","4-L"
3020,7.2,7.6,"1-L","2-H","3-M","4-M"
3021,7.2,7.6,"1-L","2-H","3-M","4-H"
3022,7.2,7.6,"1-L","2-H","3-H","4-L"
3023,7.2,7.6,"1-L","2-H","3-H","4-M"
3024,7.2,7.6,"1-L","2-H","3-H","4-H"
3025,7.2,7.6,"1-M","2-L","3-L","4-L"
3026,7.2,7.6,"1-M","2-L","3-L","4-M"
3027,7.2,7.6,"1-M","2-L","3-L","4-H"
3028,7.2,7.6,"1-M","2-L","3-M","4-L"
3029,7.2,7.6,"1-M","2-L","3-M","4-M"
3030,7.2,7.6,"1-M","2-L","3-M","4-H"
3031,7.2,7.6,"1-M","2-L","3-H","4-L"
3032,7.2,7.6,"1-M","2-L","3-H","4-M"
3033,7.2,7.6,"1-M","2-L","3-H","4-H"
3034,7.2,7.6,"1-M","2-M","3-L","4-L"
3035,7.2,7.6,"1-M","2-M","3-L","4-M"
3036,7.2,7.6,"1-M","2-M","3-L","4-H"
3037,7.2,7.6,"1-M","2-M","3-M","4-L"
3038,7.2,7.6,"1-M","2-M","3-M","4-M"
3039,7.2,7.6,"1-M","2-M","3-M","4-H"
3040,7.2,7.6,"1-M","2-M","3-H","4-L"
3041,7.2,7.6,"1-M","2-M","3-H","4-M"
3042,7.2,7.6,"1-M","2-M","3-H","4-H"
3043,7.2,7.6,"1-M","2-H","3-L","4-L"
3044,7.2,7.6,"1-M","2-H","3-L","4-M"
3045,7.2,7.6,"1-M","2-H","3-L","4-H"
3046,7.2,7.6,"1-M","2-H","3-M","4-L"
3047,7.2,7.6,"1-M","2-H","3-M","4-M"
3048,7.2,7.6,"1-M","2-H","3-M","4-H"
3049,7.2,7.6,"1-M","2-H","3-H","4-L"
3050,7.2,7.6,"1-M","2-H","3-H","4-M"
3051,7.2,7.6,"1-M","2-H","3-H","4-H"
3052,7.2,7.6,"1-H","2-L","3-L","4-L"
3053,7.2,7.6,"1-H","2-L","3-L","4-M"
3054,7.2,7.6,"1-H","2-L","3-L","4-H"
3055,7.2,7.6,"1-H","2-L","3-M","4-L"
3056,7.2,7.6,"1-H","2-L","3-M","4-M"
3057,7.2,7.6,"1-H","2-L","3-M","4-H"
3058,7.2,7.6,"1-H","2-L","3-H","4-L"
3059,7.2,7.6,"1-H","2-L","3-H","4-M"
3060,7.2,7.6,"1-H","2-L","3-H","4-H"
3061,7.2,7.6,"1-H","2-M","3-L","4-L"
3062,7.2,7.6,"1-H","2-M","3-L","4-M"
3063,7.2,7.6,"1-H","2-M","3-L","4-H"
3064,7.2,7.6,"1-H","2-M","3-M","4-L"
3065,7.2,7.6,"1-H","2-M","3-M","4-M"
3066,7.2,7.6,"1-H","2-M","3-M","4-H"
3067,7.2,7.6,"1-H","2-M","3-H","4-L"
3068,7.2,7.6,"1-H","2-M","3-H","4-M"
3069,7.2,7.6,"1-H","2-M","3-H","4-H"
3070,7.2,7.6,"1-H","2-H","3-L","4-L"
3071,7.2,7.6,"1-H","2-H","3-L","4-M"
3072,7.2,7.6,"1-H","2-H","3-L","4-H"
3073,7.2,7.6,"1-H","2-H","3-M","4-L"
3074,7.2,7.6,"1-H","2-H","3-M","4-M"
3075,7.2,7.6,"1-H","2-H","3-M","4-H"
3076,7.2,7.6,"1-H","2-H","3-H","4-L"
3077,7.2,7.6,"1-H","2-H","3-H","4-M"
3078,7.2,7.6,"1-H","2-H","3-H","4-H"
3079,7.2,8,"1-L","2-L","3-L","4-L"
3080,7.2,8,"1-L","2-L","3-L","4-M"
3081,7.2,8,"1-L","2-L","3-L","4-H"
3082,7.2,8,"1-L","2-L","3-M","4-L"
3083,7.2,8,"1-L","2-L","3-M","4-M"
3084,7.2,8,"1-L","2-L","3-M","4-H"
3085,7.2,8,"1-L","2-L","3-H","4-L"
3086,7.2,8,"1-L","2-L","3-H","4-M"
3087,7.2,8,"1-L","2-L","3-H","4-H"
3088,7.2,8,"1-L","2-M","3-L","4-L"
3089,7.2,8,"1-L","2-M","3-L","4-M"
3090,7.2,8,"1-L","2-M","3-L","4-H"
3091,7.2,8,"1-L","2-M","3-M","4-L"
3092,7.2,8,"1-L","2-M","3-M","4-M"
3093,7.2,8,"1-L","2-M","3-M","4-H"
3094,7.2,8,"1-L","2-M","3-H","4-L"
3095,7.2,8,"1-L","2-M","3-H","4-M"
3096,7.2,8,"1-L","2-M","3-H","4-H"
3097,7.2,8,"1-L","2-H","3-L","4-L"
3098,7.2,8,"1-L","2-H","3-L","4-M"
3099,7.2,8,"1-L","2-H","3-L","4-H"
3100,7.2,8,"1-L","2-H","3-M","4-L"
3101,7.2,8,"1-L","2-H","3-M","4-M"
3102,7.2,8,"1-L","2-H","3-M","4-H"
3103,7.2,8,"1-L","2-H","3-H","4-L"
3104,7.2,8,"1-L","2-H","3-H","4-M"
3105,7.2,8,"1-L","2-H","3-H","4-H"
3106,7.2,8,"1-M","2-L","3-L","4-L"
3107,7.2,8,"1-M","2-L","3-L","4-M"
3108,7.2,8,"1-M","2-L","3-L","4-H"
3109,7.2,8,"1-M","2-L","3-M","4-L"
3110,7.2,8,"1-M","2-L","3-M","4-M"
3111,7.2,8,"1-M","2-L","3-M","4-H"
3112,7.2,8,"1-M","2-L","3-H","4-L"
3113,7.2,8,"1-M","2-L","3-H","4-M"
3114,7.2,8,"1-M","2-L","3-H","4-H"
3115,7.2,8,"1-M","2-M","3-L","4-L"
3116,7.2,8,"1-M","2-M","3-L","4-M"
3117,7.2,8,"1-M","2-M","3-L","4-H"
3118,7.2,8,"1-M","2-M","3-M","4-L"
3119,7.2,8,"1-M","2-M","3-M","4-M"
3120,7.2,8,"1-M","2-M","3-M","4-H"
3121,7.2,8,"1-M","2-M","3-H","4-L"
3122,7.2,8,"1-M","2-M","3-H","4-M"
3123,7.2,8,"1-M","2-M","3-H","4-H"
3124,7.2,8,"1-M","2-H","3-L","4-L"
3125,7.2,8,"1-M","2-H","3-L","4-M"
3126,7.2,8,"1-M","2-H","3-L","4-H"
3127,7.2,8,"1-M","2-H","3-M","4-L"
3128,7.2,8,"1-M","2-H","3-M","4-M"
3129,7.2,8,"1-M","2-H","3-M","4-H"
3130,7.2,8,"1-M","2-H","3-H","4-L"
3131,7.2,8,"1-M","2-H","3-H","4-M"
3132,7.2,8,"1-M","2-H","3-H","4-H"
3133,7.2,8,"1-H","2-L","3-L","4-L"
3134,7.2,8,"1-H","2-L","3-L","4-M"
3135,7.2,8,"1-H","2-L","3-L","4-H"
3136,7.2,8,"1-H","2-L","3-M","4-L"
3137,7.2,8,"1-H","2-L","3-M","4-M"
3138,7.2,8,"1-H","2-L","3-M","4-H"
3139,7.2,8,"1-H","2-L","3-H","4-L"
3140,7.2,8,"1-H","2-L","3-H","4-M"
3141,7.2,8,"1-H","2-L","3-H","4-H"
3142,7.2,8,"1-H","2-M","3-L","4-L"
3143,7.2,8,"1-H","2-M","3-L","4-M"
3144,7.2,8,"1-H","2-M","3-L","4-H"
3145,7.2,8,"1-H","2-M","3-M","4-L"
3146,7.2,8,"1-H","2-M","3-M","4-M"
3147,7.2,8,"1-H","2-M","3-M","4-H"
3148,7.2,8,"1-H","2-M","3-H","4-L"
3149,7.2,8,"1-H","2-M","3-H","4-M"
3150,7.2,8,"1-H","2-M","3-H","4-H"
3151,7.2,8,"1-H","2-H","3-L","4-L"
3152,7.2,8,"1-H","2-H","3-L","4-M"
3153,7.2,8,"1-H","2-H","3-L","4-H"
3154,7.2,8,"1-H","2-H","3-M","4-L"
3155,7.2,8,"1-H","2-H","3-M","4-M"
3156,7.2,8,"1-H","2-H","3-M","4-H"
3157,7.2,8,"1-H","2-H","3-H","4-L"
3158,7.2,8,"1-H","2-H","3-H","4-M"
3159,7.2,8,"1-H","2-H","3-H","4-H"
3160,7.2,8.4,"1-L","2-L","3-L","4-L"
3161,7.2,8.4,"1-L","2-L","3-L","4-M"
3162,7.2,8.4,"1-L","2-L","3-L","4-H"
3163,7.2,8.4,"1-L","2-L","3-M","4-L"
3164,7.2,8.4,"1-L","2-L","3-M","4-M"
3165,7.2,8.4,"1-L","2-L","3-M","4-H"
3166,7.2,8.4,"1-L","2-L","3-H","4-L"
3167,7.2,8.4,"1-L","2-L","3-H","4-M"
3168,7.2,8.4,"1-L","2-L","3-H","4-H"
3169,7.2,8.4,"1-L","2-M","3-L","4-L"
3170,7.2,8.4,"1-L","2-M","3-L","4-M"
3171,7.2,8.4,"1-L","2-M","3-L","4-H"
3172,7.2,8.4,"1-L","2-M","3-M","4-L"
3173,7.2,8.4,"1-L","2-M","3-M","4-M"
3174,7.2,8.4,"1-L","2-M","3-M","4-H"
3175,7.2,8.4,"1-L","2-M","3-H","4-L"
3176,7.2,8.4,"1-L","2-M","3-H","4-M"
3177,7.2,8.4,"1-L","2-M","3-H","4-H"
3178,7.2,8.4,"1-L","2-H","3-L","4-L"
3179,7.2,8.4,"1-L","2-H","3-L","4-M"
3180,7.2,8.4,"1-L","2-H","3-L","4-H"
3181,7.2,8.4,"1-L","2-H","3-M","4-L"
3182,7.2,8.4,"1-L","2-H","3-M","4-M"
3183,7.2,8.4,"1-L","2-H","3-M","4-H"
3184,7.2,8.4,"1-L","2-H","3-H","4-L"
3185,7.2,8.4,"1-L","2-H","3-H","4-M"
3186,7.2,8.4,"1-L","2-H","3-H","4-H"
3187,7.2,8.4,"1-M","2-L","3-L","4-L"
3188,7.2,8.4,"1-M","2-L","3-L","4-M"
3189,7.2,8.4,"1-M","2-L","3-L","4-H"
3190,7.2,8.4,"1-M","2-L","3-M","4-L"
3191,7.2,8.4,"1-M","2-L","3-M","4-M"
3192,7.2,8.4,"1-M","2-L","3-M","4-H"
3193,7.2,8.4,"1-M","2-L","3-H","4-L"
3194,7.2,8.4,"1-M","2-L","3-H","4-M"
3195,7.2,8.4,"1-M","2-L","3-H","4-H"
3196,7.2,8.4,"1-M","2-M","3-L","4-L"
3197,7.2,8.4,"1-M","2-M","3-L","4-M"
3198,7.2,8.4,"1-M","2-M","3-L","4-H"
3199,7.2,8.4,"1-M","2-M","3-M","4-L"
3200,7.2,8.4,"1-M","2-M","3-M","4-M"
3201,7.2,8.4,"1-M","2-M","3-M","4-H"
3202,7.2,8.4,"1-M","2-M","3-H","4-L"
3203,7.2,8.4,"1-M","2-M","3-H","4-M"
3204,7.2,8.4,"1-M","2-M","3-H","4-H"
3205,7.2,8.4,"1-M","2-H","3-L","4-L"
3206,7.2,8.4,"1-M","2-H","3-L","4-M"
3207,7.2,8.4,"1-M","2-H","3-L","4-H"
3208,7.2,8.4,"1-M","2-H","3-M","4-L"
3209,7.2,8.4,"1-M","2-H","3-M","4-M"
3210,7.2,8.4,"1-M","2-H","3-M","4-H"
3211,7.2,8.4,"1-M","2-H","3-H","4-L"
3212,7.2,8.4,"1-M","2-H","3-H","4-M"
3213,7.2,8.4,"1-M","2-H","3-H","4-H"
3214,7.2,8.4,"1-H","2-L","3-L","4-L"
3215,7.2,8.4,"1-H","2-L","3-L","4-M"
3216,7.2,8.4,"1-H","2-L","3-L","4-H"
3217,7.2,8.4,"1-H","2-L","3-M","4-L"
3218,7.2,8.4,"1-H","2-L","3-M","4-M"
3219,7.2,8.4,"1-H","2-L","3-M","4-H"
3220,7.2,8.4,"1-H","2-L","3-H","4-L"
3221,7.2,8.4,"1-H","2-L","3-H","4-M"
3222,7.2,8.4,"1-H","2-L","3-H","4-H"
3223,7.2,8.4,"1-H","2-M","3-L","4-L"
3224,7.2,8.4,"1-H","2-M","3-L","4-M"
3225,7.2,8.4,"1-H","2-M","3-L","4-H"
3226,7.2,8.4,"1-H","2-M","3-M","4-L"
3227,7.2,8.4,"1-H","2-M","3-M","4-M"
3228,7.2,8.4,"1-H","2-M","3-M","4-H"
3229,7.2,8.4,"1-H","2-M","3-H","4-L"
3230,7.2,8.4,"1-H","2-M","3-H","4-M"
3231,7.2,8.4,"1-H","2-M","3-H","4-H"
3232,7.2,8.4,"1-H","2-H","3-L","4-L"
3233,7.2,8.4,"1-H","2-H","3-L","4-M"
3234,7.2,8.4,"1-H","2-H","3-L","4-H"
3235,7.2,8.4,"1-H","2-H","3-M","4-L"
3236,7.2,8.4,"1-H","2-H","3-M","4-M"
3237,7.2,8.4,"1-H","2-H","3-M","4-H"
3238,7.2,8.4,"1-H","2-H","3-H","4-L"
3239,7.2,8.4,"1-H","2-H","3-H","4-M"
3240,7.2,8.4,"1-H","2-H","3-H","4-H"
3241,7.2,8.8,"1-L","2-L","3-L","4-L"
3242,7.2,8.8,"1-L","2-L","3-L","4-M"
3243,7.2,8.8,"1-L","2-L","3-L","4-H"
3244,7.2,8.8,"1-L","2-L","3-M","4-L"
3245,7.2,8.8,"1-L","2-L","3-M","4-M"
3246,7.2,8.8,"1-L","2-L","3-M","4-H"
3247,7.2,8.8,"1-L","2-L","3-H","4-L"
3248,7.2,8.8,"1-L","2-L","3-H","4-M"
3249,7.2,8.8,"1-L","2-L","3-H","4-H"
3250,7.2,8.8,"1-L","2-M","3-L","4-L"
3251,7.2,8.8,"1-L","2-M","3-L","4-M"
3252,7.2,8.8,"1-L","2-M","3-L","4-H"
3253,7.2,8.8,"1-L","2-M","3-M","4-L"
3254,7.2,8.8,"1-L","2-M","3-M","4-M"
3255,7.2,8.8,"1-L","2-M","3-M","4-H"
3256,7.2,8.8,"1-L","2-M","3-H","4-L"
3257,7.2,8.8,"1-L","2-M","3-H","4-M"
3258,7.2,8.8,"1-L","2-M","3-H","4-H"
3259,7.2,8.8,"1-L","2-H","3-L","4-L"
3260,7.2,8.8,"1-L","2-H","3-L","4-M"
3261,7.2,8.8,"1-L","2-H","3-L","4-H"
3262,7.2,8.8,"1-L","2-H","3-M","4-L"
3263,7.2,8.8,"1-L","2-H","3-M","4-M"
3264,7.2,8.8,"1-L","2-H","3-M","4-H"
3265,7.2,8.8,"1-L","2-H","3-H","4-L"
3266,7.2,8.8,"1-L","2-H","3-H","4-M"
3267,7.2,8.8,"1-L","2-H","3-H","4-H"
3268,7.2,8.8,"1-M","2-L","3-L","4-L"
3269,7.2,8.8,"1-M","2-L","3-L","4-M"
3270,7.2,8.8,"1-M","2-L","3-L","4-H"
3271,7.2,8.8,"1-M","2-L","3-M","4-L"
3272,7.2,8.8,"1-M","2-L","3-M","4-M"
3273,7.2,8.8,"1-M","2-L","3-M","4-H"
3274,7.2,8.8,"1-M","2-L","3-H","4-L"
3275,7.2,8.8,"1-M","2-L","3-H","4-M"
3276,7.2,8.8,"1-M","2-L","3-H","4-H"
3277,7.2,8.8,"1-M","2-M","3-L","4-L"
3278,7.2,8.8,"1-M","2-M","3-L","4-M"
3279,7.2,8.8,"1-M","2-M","3-L","4-H"
3280,7.2,8.8,"1-M","2-M","3-M","4-L"
3281,7.2,8.8,"1-M","2-M","3-M","4-M"
3282,7.2,8.8,"1-M","2-M","3-M","4-H"
3283,7.2,8.8,"1-M","2-M","3-H","4-L"
3284,7.2,8.8,"1-M","2-M","3-H","4-M"
3285,7.2,8.8,"1-M","2-M","3-H","4-H"
3286,7.2,8.8,"1-M","2-H","3-L","4-L"
3287,7.2,8.8,"1-M","2-H","3-L","4-M"
3288,7.2,8.8,"1-M","2-H","3-L","4-H"
3289,7.2,8.8,"1-M","2-H","3-M","4-L"
3290,7.2,8.8,"1-M","2-H","3-M","4-M"
3291,7.2,8.8,"1-M","2-H","3-M","4-H"
3292,7.2,8.8,"1-M","2-H","3-H","4-L"
3293,7.2,8.8,"1-M","2-H","3-H","4-M"
3294,7.2,8.8,"1-M","2-H","3-H","4-H"
3295,7.2,8.8,"1-H","2-L","3-L","4-L"
3296,7.2,8.8,"1-H","2-L","3-L","4-M"
3297,7.2,8.8,"1-H","2-L","3-L","4-H"
3298,7.2,8.8,"1-H","2-L","3-M","4-L"
3299,7.2,8.8,"1-H","2-L","3-M","4-M"
3300,7.2,8.8,"1-H","2-L","3-M","4-H"
3301,7.2,8.8,"1-H","2-L","3-H","4-L"
3302,7.2,8.8,"1-H","2-L","3-H","4-M"
3303,7.2,8.8,"1-H","2-L","3-H","4-H"
3304,7.2,8.8,"1-H","2-M","3-L","4-L"
3305,7.2,8.8,"1-H","2-M","3-L","4-M"
3306,7.2,8.8,"1-H","2-M","3-L","4-H"
3307,7.2,8.8,"1-H","2-M","3-M","4-L"
3308,7.2,8.8,"1-H","2-M","3-M","4-M"
3309,7.2,8.8,"1-H","2-M","3-M","4-H"
3310,7.2,8.8,"1-H","2-M","3-H","4-L"
3311,7.2,8.8,"1-H","2-M","3-H","4-M"
3312,7.2,8.8,"1-H","2-M","3-H","4-H"
3313,7.2,8.8,"1-H","2-H","3-L","4-L"
3314,7.2,8.8,"1-H","2-H","3-L","4-M"
3315,7.2,8.8,"1-H","2-H","3-L","4-H"
3316,7.2,8.8,"1-H","2-H","3-M","4-L"
3317,7.2,8.8,"1-H","2-H","3-M","4-M"
3318,7.2,8.8,"1-H","2-H","3-M","4-H"
3319,7.2,8.8,"1-H","2-H","3-H","4-L"
3320,7.2,8.8,"1-H","2-H","3-H","4-M"
3321,7.2,8.8,"1-H","2-H","3-H","4-H"
3322,7.2,9.2,"1-L","2-L","3-L","4-L"
3323,7.2,9.2,"1-L","2-L","3-L","4-M"
3324,7.2,9.2,"1-L","2-L","3-L","4-H"
3325,7.2,9.2,"1-L","2-L","3-M","4-L"
3326,7.2,9.2,"1-L","2-L","3-M","4-M"
3327,7.2,9.2,"1-L","2-L","3-M","4-H"
3328,7.2,9.2,"1-L","2-L","3-H","4-L"
3329,7.2,9.2,"1-L","2-L","3-H","4-M"
3330,7.2,9.2,"1-L","2-L","3-H","4-H"
3331,7.2,9.2,"1-L","2-M","3-L","4-L"
3332,7.2,9.2,"1-L","2-M","3-L","4-M"
3333,7.2,9.2,"1-L","2-M","3-L","4-H"
3334,7.2,9.2,"1-L","2-M","3-M","4-L"
3335,7.2,9.2,"1-L","2-M","3-M","4-M"
3336,7.2,9.2,"1-L","2-M","3-M","4-H"
3337,7.2,9.2,"1-L","2-M","3-H","4-L"
3338,7.2,9.2,"1-L","2-M","3-H","4-M"
3339,7.2,9.2,"1-L","2-M","3-H","4-H"
3340,7.2,9.2,"1-L","2-H","3-L","4-L"
3341,7.2,9.2,"1-L","2-H","3-L","4-M"
3342,7.2,9.2,"1-L","2-H","3-L","4-H"
3343,7.2,9.2,"1-L","2-H","3-M","4-L"
3344,7.2,9.2,"1-L","2-H","3-M","4-M"
3345,7.2,9.2,"1-L","2-H","3-M","4-H"
3346,7.2,9.2,"1-L","2-H","3-H","4-L"
3347,7.2,9.2,"1-L","2-H","3-H","4-M"
3348,7.2,9.2,"1-L","2-H","3-H","4-H"
3349,7.2,9.2,"1-M","2-L","3-L","4-L"
3350,7.2,9.2,"1-M","2-L","3-L","4-M"
3351,7.2,9.2,"1-M","2-L","3-L","4-H"
3352,7.2,9.2,"1-M","2-L","3-M","4-L"
3353,7.2,9.2,"1-M","2-L","3-M","4-M"
3354,7.2,9.2,"1-M","2-L","3-M","4-H"
3355,7.2,9.2,"1-M","2-L","3-H","4-L"
